Company,InsuranceGroup,VehicleType,Region,Date,Premium,Vehicles
Company 4,Group A,Commercial,North,2020-08-01,52451,54.66666669
Company 3,Group A,Commercial,North,2020-08-01,0,0
Company 4,Group A,Commercial,North,2020-07-01,43992,31.49999999
Company 3,Group A,Commercial,North,2020-07-01,0,0
Company 5,Group A,Commercial,North,2020-07-01,1898920,1125
Company 3,Group A,Commercial,North,2020-06-01,0,0
Company 4,Group A,Commercial,North,2020-06-01,68156,70.83333333
Company 5,Group A,Commercial,North,2020-06-01,2325588,1363.5
Company 4,Group A,Commercial,North,2020-05-01,120528,94.24999996
Company 3,Group A,Commercial,North,2020-05-01,0,0
Company 5,Group A,Commercial,North,2020-05-01,2458853,1641.416666
Company 4,Group A,Commercial,North,2020-01-01,109660,57.25000004
Company 5,Group A,Commercial,North,2020-01-01,1502424,911.2500001
Company 4,Group A,Commercial,North,2020-04-01,28725,43.16666668
Company 5,Group A,Commercial,North,2020-04-01,1909210,1611.666667
Company 3,Group A,Commercial,North,2020-04-01,0,0
Company 4,Group A,Commercial,North,2020-03-01,54542,58.33333333
Company 5,Group A,Commercial,North,2020-03-01,2472891,1196.083334
Company 5,Group A,Commercial,North,2020-02-01,2140250,1205.25
Company 3,Group A,Commercial,North,2020-02-01,0,0
Company 4,Group A,Commercial,North,2020-02-01,59566,40.16666667
Company 4,Group A,Commercial,South,2020-02-01,32369,29.91666667
Company 5,Group A,Commercial,South,2020-02-01,1588995,1256
Company 4,Group A,Commercial,South,2020-03-01,47479,25.16666665
Company 5,Group A,Commercial,South,2020-03-01,1719222,1508.25
Company 4,Group A,Commercial,South,2020-04-01,31233,30.25000001
Company 5,Group A,Commercial,South,2020-04-01,1806588,1492.666667
Company 4,Group A,Commercial,South,2020-01-01,23032,31.33333335
Company 5,Group A,Commercial,South,2020-01-01,1519185,1231.5
Company 5,Group A,Commercial,South,2020-05-01,2175711,1861.75
Company 4,Group A,Commercial,South,2020-05-01,40741,28.99999996
Company 5,Group A,Commercial,South,2020-06-01,1440148,1121.583333
Company 4,Group A,Commercial,South,2020-06-01,75682,73.24999998
Company 3,Group A,Commercial,South,2020-06-01,0,0
Company 5,Group A,Commercial,South,2020-07-01,1508636,1192.416666
Company 4,Group A,Commercial,South,2020-07-01,32041,28.16666667
Company 5,Group A,Commercial,South,2020-08-01,1466963,1060.916667
Company 4,Group A,Commercial,South,2020-08-01,53646,45.33333335
Company 4,Group A,Commercial,South,2020-09-01,33171,21.33333334
Company 5,Group A,Commercial,South,2020-09-01,1203202,948.9166666
Company 4,Group A,Commercial,South,2020-10-01,29272,17.08333334
Company 5,Group A,Commercial,South,2020-10-01,1524402,1161.916667
Company 4,Group A,Commercial,South,2020-12-01,7456,12.66666668
Company 5,Group A,Commercial,South,2020-12-01,1561864,1315
Company 5,Group A,Commercial,South,2020-11-01,1757050,1360.083333
Company 4,Group A,Commercial,South,2020-11-01,24925,25.08333338
Company 5,Group A,Commercial,Calgary,2021-02-01,1886454,710.4166668
Company 4,Group A,Commercial,Calgary,2021-02-01,146630,64.08333333
Company 5,Group A,Commercial,Calgary,2021-03-01,2903080,1210.916667
Company 3,Group A,Commercial,Calgary,2021-03-01,0,0
Company 4,Group A,Commercial,Calgary,2021-03-01,88268,39.83333336
Company 4,Group A,Commercial,Calgary,2021-04-01,181711,80.58333331
Company 3,Group A,Commercial,Calgary,2021-04-01,0,-0.00000001
Company 5,Group A,Commercial,Calgary,2021-04-01,3266702,1203.666666
Company 3,Group A,Commercial,Calgary,2021-05-01,0,0
Company 5,Group A,Commercial,Calgary,2021-05-01,3084931,1110.5
Company 4,Group A,Commercial,Calgary,2021-05-01,94567,45.25000002
Company 4,Group A,Commercial,Calgary,2021-06-01,139115,58.25000001
Company 5,Group A,Commercial,Calgary,2021-06-01,2897157,1873.666667
Company 4,Group A,Commercial,Calgary,2021-07-01,127562,59.41666667
Company 5,Group A,Commercial,Calgary,2021-07-01,2146863,833.3333334
Company 5,Group A,Commercial,Calgary,2021-08-01,1841513,651.6666667
Company 4,Group A,Commercial,Calgary,2021-08-01,116196,45.16666668
Company 5,Group A,Commercial,Calgary,2021-09-01,2040026,850.75
Company 4,Group A,Commercial,Calgary,2021-09-01,101720,44.08333335
Company 5,Group A,Commercial,Calgary,2021-10-01,2575565,1012.083334
Company 4,Group A,Commercial,Calgary,2021-10-01,-25,-4.58333332
Company 4,Group A,Commercial,Calgary,2021-12-01,-19145,-4.41666664
Company 5,Group A,Commercial,Calgary,2021-12-01,2120776,868.2500005
Company 5,Group A,Commercial,Calgary,2021-11-01,2640019,1114.166667
Company 4,Group A,Commercial,Calgary,2021-11-01,-1712,-1.49999998
Company 5,Group A,Commercial,Calgary,2021-01-01,2334735,931.8333335
Company 4,Group A,Commercial,Calgary,2021-01-01,134185,60.5
Company 5,Group A,Commercial,Central,2021-01-01,2503371,1638.333333
Company 3,Group A,Commercial,Central,2021-01-01,0,0
Company 4,Group A,Commercial,Central,2021-01-01,47031,27.08333334
Company 4,Group A,Commercial,Central,2021-11-01,5881,2.83333333
Company 5,Group A,Commercial,Central,2021-11-01,2904025,1945.333334
Company 5,Group A,Commercial,Central,2021-12-01,2433562,1526.333334
Company 4,Group A,Commercial,Central,2021-12-01,-1774,-2.00000001
Company 5,Group A,Commercial,Central,2021-10-01,2909826,1894.25
Company 4,Group A,Commercial,Central,2021-10-01,-15164,-5.16666664
Company 5,Group A,Commercial,Central,2021-09-01,2855934,1803
Company 4,Group A,Commercial,Central,2021-09-01,55173,34.33333336
Company 4,Group A,Commercial,Central,2021-08-01,55422,34
Company 5,Group A,Commercial,Central,2021-08-01,2264900,1424.25
Company 5,Group A,Commercial,Central,2021-07-01,2853665,1753.833333
Company 4,Group A,Commercial,Central,2021-07-01,48047,37.41666666
Company 4,Group A,Commercial,Central,2021-06-01,48264,35.66666669
Company 5,Group A,Commercial,Central,2021-06-01,3760598,2412.25
Company 4,Group A,Commercial,Central,2021-05-01,128179,71.83333337
Company 5,Group A,Commercial,Central,2021-05-01,3700028,2549.833333
Company 5,Group A,Commercial,Central,2021-04-01,3199520,2208.416666
Company 4,Group A,Commercial,Central,2021-04-01,77861,43.4166666
Company 4,Group A,Commercial,Central,2021-03-01,122991,76.91666667
Company 5,Group A,Commercial,Central,2021-03-01,3091698,2046.333333
Company 5,Group A,Commercial,Central,2021-02-01,2734941,1780.416667
Company 4,Group A,Commercial,Central,2021-02-01,53736,33.33333335
Company 5,Group A,Commercial,Edmonton,2021-02-01,2185960,962.1666667
Company 3,Group A,Commercial,Edmonton,2021-02-01,0,0
Company 4,Group A,Commercial,Edmonton,2021-02-01,134938,69.58333334
Company 3,Group A,Commercial,Edmonton,2021-03-01,0,0
Company 5,Group A,Commercial,Edmonton,2021-03-01,2537278,1089.916666
Company 4,Group A,Commercial,Edmonton,2021-03-01,182075,88.83333329
Company 3,Group A,Commercial,Edmonton,2021-04-01,0,0
Company 4,Group A,Commercial,Edmonton,2021-04-01,185657,93.75000003
Company 5,Group A,Commercial,Edmonton,2021-04-01,3589303,1621.333333
Company 4,Group A,Commercial,Edmonton,2021-05-01,303414,150.2499999
Company 5,Group A,Commercial,Edmonton,2021-05-01,3923858,1895.166666
Company 5,Group A,Commercial,Edmonton,2021-06-01,3154446,1409
Company 4,Group A,Commercial,Edmonton,2021-06-01,211928,109.6666667
Company 5,Group A,Commercial,Edmonton,2021-07-01,2536972,1068.75
Company 4,Group A,Commercial,Edmonton,2021-07-01,190313,95.33333333
Company 5,Group A,Commercial,Edmonton,2021-08-01,1797825,757.9166668
Company 4,Group A,Commercial,Edmonton,2021-08-01,108081,62.66666668
Company 5,Group A,Commercial,Edmonton,2021-09-01,2762829,1341
Company 4,Group A,Commercial,Edmonton,2021-09-01,95557,51.66666671
Company 5,Group A,Commercial,Edmonton,2021-10-01,2851672,1264.916667
Company 4,Group A,Commercial,Edmonton,2021-10-01,-6198,-4.74999995
Company 4,Group A,Commercial,Edmonton,2021-12-01,-18440,-4.41666662
Company 5,Group A,Commercial,Edmonton,2021-12-01,2746353,1332.416667
Company 5,Group A,Commercial,Edmonton,2021-11-01,3267360,1534.916667
Company 4,Group A,Commercial,Edmonton,2021-11-01,-34945,-16.49999994
Company 4,Group A,Commercial,Edmonton,2021-01-01,146083,66.6666667
Company 3,Group A,Commercial,Edmonton,2021-01-01,0,0
Company 5,Group A,Commercial,Edmonton,2021-01-01,2195148,955.0000001
Company 5,Group A,Commercial,North,2021-01-01,1430806,740.2500001
Company 4,Group A,Commercial,North,2021-01-01,109374,59.00000002
Company 4,Group A,Commercial,North,2021-11-01,-1100,-1.58333333
Company 5,Group A,Commercial,North,2021-11-01,2530804,1641.166667
Company 5,Group A,Commercial,North,2021-12-01,2690670,1769.916667
Company 4,Group A,Commercial,North,2021-12-01,-2191,-2.99999998
Company 5,Group A,Commercial,North,2021-10-01,2819061,1587.416667
Company 4,Group A,Commercial,North,2021-10-01,-903,-1.74999999
Company 4,Group A,Commercial,North,2021-09-01,41789,48.33333333
Company 5,Group A,Commercial,North,2021-09-01,1973087,1188.416667
Company 5,Group A,Commercial,North,2021-08-01,2289721,1182.5
Company 4,Group A,Commercial,North,2021-08-01,45184,50.08333337
Company 5,Group A,Commercial,North,2021-07-01,2091540,1241.75
Company 4,Group A,Commercial,North,2021-07-01,54355,31.08333337
Company 4,Group A,Commercial,North,2021-06-01,61057,52.58333334
Company 5,Group A,Commercial,North,2021-06-01,2244897,1267
Company 4,Group A,Commercial,North,2021-05-01,107680,89.25000002
Company 5,Group A,Commercial,North,2021-05-01,2696182,1652.5
Company 5,Group A,Commercial,North,2021-04-01,2593249,1868.666666
Company 4,Group A,Commercial,North,2021-04-01,42765,49.83333331
Company 4,Group A,Commercial,North,2021-03-01,56345,49.00000001
Company 5,Group A,Commercial,North,2021-03-01,1684648,1075.5
Company 4,Group A,Commercial,North,2021-02-01,62942,40.74999999
Company 5,Group A,Commercial,North,2021-02-01,2432303,1113
Company 4,Group A,Commercial,South,2021-02-01,28372,24.41666666
Company 5,Group A,Commercial,South,2021-02-01,1714691,1258.333333
Company 4,Group A,Commercial,South,2021-03-01,57286,29.99999999
Company 5,Group A,Commercial,South,2021-03-01,1998643,1659
Company 5,Group A,Commercial,South,2021-04-01,2198002,1653.916666
Company 4,Group A,Commercial,South,2021-04-01,39265,34.83333332
Company 4,Group A,Commercial,South,2021-05-01,34327,29.58333335
Company 5,Group A,Commercial,South,2021-05-01,2322853,1968.416667
Company 4,Group A,Commercial,South,2021-06-01,52259,38.83333336
Company 5,Group A,Commercial,South,2021-06-01,1446440,1112.666667
Company 5,Group A,Commercial,South,2021-07-01,1536080,1168.166667
Company 4,Group A,Commercial,South,2021-07-01,21665,16.00000001
Company 5,Group A,Commercial,South,2021-08-01,1525006,1085.5
Company 4,Group A,Commercial,South,2021-08-01,56791,40
Company 4,Group A,Commercial,South,2021-09-01,29676,17.83333333
Company 5,Group A,Commercial,South,2021-09-01,1260659,946.6666667
Company 5,Group A,Commercial,South,2021-10-01,1745140,1254.916667
Company 4,Group A,Commercial,South,2021-10-01,2103,1.91666666
Company 4,Group A,Commercial,South,2021-12-01,-11026,-8.91666664
Company 5,Group A,Commercial,South,2021-12-01,1693733,1340.166667
Company 5,Group A,Commercial,South,2021-11-01,1971341,1482.416667
Company 4,Group A,Commercial,South,2021-11-01,1318,0.91666667
Company 4,Group A,Commercial,South,2021-01-01,27560,25.66666669
Company 5,Group A,Commercial,South,2021-01-01,1744813,1312.5
Company 5,Group A,Commercial,Calgary,2022-02-01,2271450,263.2500001
Company 4,Group A,Commercial,Calgary,2022-02-01,-260,-0.25
Company 5,Group A,Commercial,Calgary,2022-03-01,2833460,1202.166667
Company 4,Group A,Commercial,Calgary,2022-03-01,-6448,-1.24999999
Company 4,Group A,Commercial,Calgary,2022-04-01,3586,0.74999999
Company 5,Group A,Commercial,Calgary,2022-04-01,3057532,1203.25
Company 4,Group A,Commercial,Calgary,2022-01-01,2725,-1.08333332
Company 5,Group A,Commercial,Calgary,2022-01-01,2442833,981.6666668
Company 5,Group A,Commercial,Calgary,2022-05-01,3478218,1492.583333
Company 4,Group A,Commercial,Calgary,2022-05-01,1586,0.99999997
Company 4,Group A,Commercial,Calgary,2022-06-01,364,0.25
Company 5,Group A,Commercial,Calgary,2022-06-01,2955686,1316.75
Company 5,Group A,Commercial,Calgary,2022-07-01,3031748,1744.166667
Company 4,Group A,Commercial,Calgary,2022-07-01,-1274,-0.58333332
Company 5,Group A,Commercial,Calgary,2022-08-01,1965102,719.5833334
Company 4,Group A,Commercial,Calgary,2022-08-01,-83,-0.08333333
Company 4,Group A,Commercial,Calgary,2022-09-01,-15,0
Company 5,Group A,Commercial,Calgary,2022-09-01,2746572,1064.916667
Company 5,Group A,Commercial,Calgary,2022-10-01,2671850,1112.416667
Company 5,Group A,Commercial,Calgary,2022-12-01,2165138,845.4166669
Company 5,Group A,Commercial,Calgary,2022-11-01,2447275,1121.083334
Company 5,Group A,Commercial,Central,2022-11-01,3488890,2625.666667
Company 5,Group A,Commercial,Central,2022-12-01,2673715,1622.916667
Company 5,Group A,Commercial,Central,2022-10-01,3149703,1958.166667
Company 5,Group A,Commercial,Central,2022-09-01,2952165,1793.583333
Company 5,Group A,Commercial,Central,2022-08-01,2704898,1649.666667
Company 5,Group A,Commercial,Central,2022-07-01,3207269,1999.5
Company 4,Group A,Commercial,Central,2022-07-01,8,0
Company 5,Group A,Commercial,Central,2022-06-01,4019124,2555.25
Company 4,Group A,Commercial,Central,2022-06-01,20,0
Company 5,Group A,Commercial,Central,2022-05-01,3929086,2500.5
Company 4,Group A,Commercial,Central,2022-05-01,-42,-0.08333333
Company 4,Group A,Commercial,Central,2022-01-01,-1957,-0.83333332
Company 5,Group A,Commercial,Central,2022-01-01,2784045,1869.333334
Company 4,Group A,Commercial,Central,2022-04-01,546,0.58333332
Company 5,Group A,Commercial,Central,2022-04-01,3391723,2326.333333
Company 5,Group A,Commercial,Central,2022-03-01,3956482,2759.416666
Company 4,Group A,Commercial,Central,2022-03-01,-2187,-0.5
Company 5,Group A,Commercial,Central,2022-02-01,3256077,2002.416667
Company 4,Group A,Commercial,Central,2022-02-01,1841,0.99999999
Company 4,Group A,Commercial,Edmonton,2022-02-01,2736,1.33333333
Company 5,Group A,Commercial,Edmonton,2022-02-01,2715286,1317.333333
Company 5,Group A,Commercial,Edmonton,2022-03-01,3436944,1628.75
Company 4,Group A,Commercial,Edmonton,2022-03-01,-2365,-1.16666665
Company 4,Group A,Commercial,Edmonton,2022-04-01,4980,0.91666667
Company 5,Group A,Commercial,Edmonton,2022-04-01,3868240,1757.166666
Company 5,Group A,Commercial,Edmonton,2022-01-01,2546870,1055.916667
Company 4,Group A,Commercial,Edmonton,2022-01-01,-5733,-3.24999999
Company 4,Group A,Commercial,Edmonton,2022-05-01,2237,0.58333331
Company 5,Group A,Commercial,Edmonton,2022-05-01,5032675,2494.75
Company 5,Group A,Commercial,Edmonton,2022-06-01,4088056,1685.833333
Company 4,Group A,Commercial,Edmonton,2022-06-01,270,0.16666666
Company 4,Group A,Commercial,Edmonton,2022-07-01,545,0.16666667
Company 5,Group A,Commercial,Edmonton,2022-07-01,3343169,1503.166667
Company 5,Group A,Commercial,Edmonton,2022-08-01,2306596,1007.166667
Company 4,Group A,Commercial,Edmonton,2022-08-01,0,0
Company 5,Group A,Commercial,Edmonton,2022-09-01,3195551,1497.083333
Company 4,Group A,Commercial,Edmonton,2022-09-01,14,0
Company 5,Group A,Commercial,Edmonton,2022-10-01,3150183,1511
Company 5,Group A,Commercial,Edmonton,2022-12-01,2562907,1280.166667
Company 5,Group A,Commercial,Edmonton,2022-11-01,3288722,1638.916667
Company 5,Group A,Commercial,North,2022-11-01,2617497,1749.416667
Company 5,Group A,Commercial,North,2022-12-01,2879179,1899.666667
Company 5,Group A,Commercial,North,2022-10-01,2786089,1613.166667
Company 5,Group A,Commercial,North,2022-09-01,2163923,1355.083333
Company 4,Group A,Commercial,North,2022-08-01,12,0
Company 5,Group A,Commercial,North,2022-08-01,2524560,1269.5
Company 5,Group A,Commercial,North,2022-07-01,2367519,1380.083333
Company 4,Group A,Commercial,North,2022-07-01,-101,-0.08333333
Company 4,Group A,Commercial,North,2022-06-01,-341,-0.25
Company 5,Group A,Commercial,North,2022-06-01,2787084,1537
Company 5,Group A,Commercial,North,2022-05-01,2795593,1731.75
Company 4,Group A,Commercial,North,2022-05-01,-294,0.16666667
Company 4,Group A,Commercial,North,2022-01-01,993,0.25
Company 5,Group A,Commercial,North,2022-01-01,1711621,892.8333334
Company 4,Group A,Commercial,North,2022-04-01,1166,0.41666665
Company 6,Group A,Motorcycles,Calgary,2015-01-01,2771,7.16666668
Company 4,Group A,Motorcycles,Calgary,2015-01-01,988,2.75000001
Company 7,Group A,Motorcycles,Calgary,2015-01-01,11206,30.91666666
Company 5,Group A,Motorcycles,Calgary,2015-01-01,121904,288
Company 8,Group A,Motorcycles,Calgary,2015-01-01,565,4
Company 3,Group A,Motorcycles,Calgary,2015-02-01,983,3
Company 6,Group A,Motorcycles,Calgary,2015-02-01,4119,7.50000002
Company 7,Group A,Motorcycles,Calgary,2015-02-01,16663,38.83333332
Company 5,Group A,Motorcycles,Calgary,2015-02-01,191291,456.4166667
Company 8,Group A,Motorcycles,Calgary,2015-02-01,8,0.66666667
Company 4,Group A,Motorcycles,Calgary,2015-02-01,628,1.33333333
Company 6,Group A,Motorcycles,Calgary,2015-03-01,7275,17
Company 5,Group A,Motorcycles,Calgary,2015-03-01,463909,1049.833333
Company 7,Group A,Motorcycles,Calgary,2015-03-01,20681,55.08333327
Company 8,Group A,Motorcycles,Calgary,2015-03-01,2366,6.74999999
Company 4,Group A,Motorcycles,Calgary,2015-03-01,6888,15.58333332
Company 3,Group A,Motorcycles,Calgary,2015-03-01,2656,8.83333334
Company 6,Group A,Motorcycles,Calgary,2015-04-01,21681,52.08333335
Company 4,Group A,Motorcycles,Calgary,2015-04-01,8289,14.33333334
Company 5,Group A,Motorcycles,Calgary,2015-04-01,735977,1718.166666
Company 7,Group A,Motorcycles,Calgary,2015-04-01,25808,62.99999992
Company 8,Group A,Motorcycles,Calgary,2015-04-01,674,3.83333332
Company 3,Group A,Motorcycles,Calgary,2015-04-01,822,1
Company 8,Group A,Motorcycles,Calgary,2015-05-01,1846,7
Company 4,Group A,Motorcycles,Calgary,2015-05-01,8203,13.91666665
Company 6,Group A,Motorcycles,Calgary,2015-05-01,25017,62.00000002
Company 3,Group A,Motorcycles,Calgary,2015-05-01,693,2
Company 7,Group A,Motorcycles,Calgary,2015-05-01,22619,67.08333329
